Student_ID,Date,Time,Status,Photo_File
ZT-1234,2026-03-15,22:02:07,Absent,scan_ZT-1234_20260315_220207.jpg
ZT-1234,2026-03-15,22:06:38,Absent,scan_ZT-1234_20260315_220638.jpg
ZT-1234,2026-03-15,22:08:22,Present,scan_ZT-1234_20260315_220822.jpg
ZT-1234,2026-03-15,22:58:00,Present,scan_ZT-1234_20260315_225800.jpg
